Radio ID*,Radio Serial Number,Radio User Alias+,Security Group+,Radio Capability Profile+,Radio Site Access Profile+,Primary Talkgroup,Voice Enabled,Interconnect Enabled,Emergency Alarm Comments,Secure Communication Mode,Data Capability,Direct Dial Number,Secure Land to Mobile Start Mode,Interconnect Subsystem,Radio User Interconnect Profile,Interconnect Secure Key Reference,IP Address Assignment,IP Address,Generate ICMP Message,Source Address Checking,Ready Timer (sec),Data Agency Group,Data Steering Profile,Access Point Name,Notes,Date Modified,Trunking Subscriber Type
4810015,527CNM0636,SO 148-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:56",IVD Radio
4810320,481CNP4109,SO 148,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:09",IVD Radio
4810089,481CNP4092,SO 147-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:59",IVD Radio
4810087,481CNP4105,SO 145-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:59",IVD Radio
4810421,527CPX3532,SO 145-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:13",IVD Radio
4810081,481CNP4090,SO 144-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:58",IVD Radio
4810080,481CNP4093,SO 143-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:58",IVD Radio
4810078,481CNP4094,SO 141-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:58",IVD Radio
4810076,481CNP4070,SO 140-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:58",IVD Radio
4810437,527CNM0635,SO 140-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:14",IVD Radio
4810073,481CNP4043,SO 139-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:58",IVD Radio
4810111,527CNM0542,SO 139-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:00",IVD Radio
4810295,481CNP4096,SO 139,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:08",IVD Radio
4810091,481CNP4006,SO 138-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:59",IVD Radio
4810071,481CNP4036,SO 137-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:58",IVD Radio
4810346,527CNP2009,SO 137-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:11",IVD Radio
4810271,481CNP4011,SO 136-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810545,527CNP1979,SO 136-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:15",IVD Radio
4810070,481CNP4053,SO 135-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:58",IVD Radio
4810324,481CNP4104,SO 134,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:09",IVD Radio
4810068,481CNP4007,SO 133-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:58",IVD Radio
4810067,481CNP4059,SO 132-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:58",IVD Radio
4810158,527CNP2093,SO 132-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:02",IVD Radio
4810275,481CNP3999,SO 131-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810455,527CRR1195,SO 131-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:15",IVD Radio
4810323,481CNP4077,SO 130,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:09",IVD Radio
4810202,481CNP4097,SO 129-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:04",IVD Radio
4810165,527CNP2128,SO 129-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:02",IVD Radio
4810270,481CNP4060,SO 128-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810419,527CNP2102,SO 128-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:13",IVD Radio
4810260,481CNP3989,SO 128,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:06",IVD Radio
4810317,481CNP4084,SO 126-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:09",IVD Radio
4810131,527CNP2015,SO 126-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:01",IVD Radio
4810064,481CNP4015,SO 125-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:58",IVD Radio
4810447,527CPX3531,SO 125-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:15",IVD Radio
4810263,481CNP3988,SO 124-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:06",IVD Radio
4810441,527CNP1992,SO 124-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:15",IVD Radio
4810319,481CNP3994,SO 123-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:09",IVD Radio
4810148,527cnm0536,SO 123-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:02",IVD Radio
4810062,481CNP4098,SO 122-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:58",IVD Radio
4810262,481CNP3984,SO 120-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:06",IVD Radio
4810369,527cnm0558,SO 120-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:11",IVD Radio
4810316,481CNP4071,SO 119-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:09",IVD Radio
4810391,527cnm0534,SO 119-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:12",IVD Radio
4810404,527CNM0649,SO 118-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:13",IVD Radio
4810201,481CNP4005,SO 117-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:04",IVD Radio
4810396,527CPX3541,SO 117-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:12",IVD Radio
4810059,481CNP4038,SO 116-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:57",IVD Radio
4810176,527CNP2022,SO 116-M,1,41,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:03",IVD Radio
4810259,481CNP4047,SO 115-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:06",IVD Radio
4810188,481CNP4039,SO 115,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:03",IVD Radio
4810057,481CNP3993,SO 114-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:57",IVD Radio
4810140,527CNM0565,SO 114-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:01",IVD Radio
4810350,527cnm0543,SO 113-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:11",IVD Radio
4810279,481CNP4041,SO 112-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810448,527CNM0644,SO 112-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:15",IVD Radio
4810257,481CNP4061,SO 111-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:06",IVD Radio
4810458,527CRR1207,SO 111-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:15",IVD Radio
4810056,481CNP4013,SO 109-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:57",IVD Radio
4810117,527cnm0570,SO 109-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:00",IVD Radio
4810278,481CNP4057,SO 108-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810200,481CNP4037,SO 107-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:04",IVD Radio
4810343,527CNP1993,SO 107-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:10",IVD Radio
4810256,481CNP3996,SO 107,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:06",IVD Radio
4810274,481CNP4078,SO 106-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:07",IVD Radio
4810175,527CNP2014,SO 106-M,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:03",IVD Radio
4810321,481CNP4058,SO 106,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:09",IVD Radio
4810053,481CNP4008,SO 104-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:57",IVD Radio
4810051,481CNP4085,SO 103-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:57",IVD Radio
4810199,481CNP4083,SO 102-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:04",IVD Radio
4810305,481CNP4072,SO 101-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:08",IVD Radio
4810254,481CNP3987,SO 100-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:06",IVD Radio
4810049,481CNP3964,SO 1-P,1,4,4,1001,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:02:57",IVD Radio
4810639,527CRS0094,SCSO ZKM52,1,4,4,,Yes,No,,Both,No Data Service,,Clear,,,,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:18",IVD Radio
4810638,527CRR1194,SCSO ZKM51,1,4,4,,Yes,No,,Both,No Data Service,,Clear,,,,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:18",IVD Radio
4810637,527CRR1200,SCSO SP M10,1,4,4,,Yes,No,,Both,No Data Service,,Clear,,,,Dynamic,0.0.0.0,On,On,10,,,,,"Dec-13-2018, 14:03:18",IVD Radio
4800068,652CNM0091,SCPW CC-117-M,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800047,652CNM0066,SCPW CC-116-M,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800054,652CNM0074,SCPW BASE,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800065,652CNM0086,SCPW B1009P,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800048,652CNM0067,SCPW 97-007,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800033,426CNP0256,SCPW 9,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800090,652CNM0115,SCPW 8746,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:48",IVD Radio
4800032,426CNP0255,SCPW 8,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800078,652CNM0102,SCPW 78 TA 7621,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800052,652CNM0072,SCPW 777,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800081,652CNM0106,SCPW 775RB11,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800088,652CNM0113,SCPW 76,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:48",IVD Radio
4800084,652CNM0109,SCPW 742-07,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:48",IVD Radio
4800087,652CNM0112,SCPW 741,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:48",IVD Radio
4800091,652CNM0116,SCPW 740,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:48",IVD Radio
4800080,652CNM0105,SCPW 737,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800086,652CNM0111,SCPW 719,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:48",IVD Radio
4800059,652CNM0079,SCPW 718,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800089,652CNM0114,SCPW 715-RB,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:48",IVD Radio
4800063,652CNM0084,SCPW 704,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800031,426CNP0254,SCPW 7,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800076,652CNM0100,SCPW 697-03,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800082,652CNM0107,SCPW 69503,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800049,652CNM0068,SCPW 694,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800070,652CNM0093,SCPW 691,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800092,652CNM0117,SCPW 69,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:48",IVD Radio
4800077,652CNM0101,SCPW 689,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800050,652CNM0069,SCPW 688-02,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800053,652CNM0073,SCPW 684,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800066,652CNM0089,SCPW 682,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800061,652CNM0081,SCPW 677,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800044,652CNM0104,SCPW 649,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800055,652CNM0075,SCPW 647-00,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800043,652CNM0087,SCPW 644-00,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800074,652CNM0098,SCPW 643,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800075,652CNM0099,SCPW 640,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800056,652CNM0076,SCPW 639-00,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800064,652CNM0085,SCPW 613-98,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800083,652CNM0108,SCPW 606,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:48",IVD Radio
4800071,652CNM0096,SCPW 602-98,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800030,726CNP0253,SCPW 6,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800045,652CNM0094,SCPW 5358,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800029,426CNP0252,SCPW 5,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800060,652CNM0080,SCPW 44,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800028,426CNP0251,SCPW 4,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800079,652CNM0103,SCPW 3-59,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800027,426CNP0250,SCPW 3,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800067,652CNM0090,SCPW 2706,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800026,726CNP0273,SCPW 26,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800025,426CNP0272,SCPW 25,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800024,426CNP0271,SCPW 24,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800023,726CNP0270,SCPW 23,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800022,726CNP0269,SCPW 22,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800073,652CNM0097,SCPW 216647,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:47",IVD Radio
4800041,652CNM0088,SCPW 212733,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800021,726CNP0268,SCPW 21,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:45",IVD Radio
4800020,726CNP0267,SCPW 20,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:45",IVD Radio
4800019,426CNP0249,SCPW 2,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:45",IVD Radio
4800040,652CNM0071,SCPW 199602,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
4800042,652CNM0095,SCPW 19624,1,800,800,,Yes,No,,Both,No Data Service,,Clear,,1,1,Dynamic,0.0.0.0,On,On,10,,,,,"Apr-09-2016, 23:46:46",IVD Radio
